id,scientific_name,chinese_name,type,concern,observed_on,time_observed_at,latitude,longitude,area,light_gradient
353192937,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:38:32,22.1505962907,113.5586918841,氹仔,中高光区
353193153,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:38:41,22.1506256484,113.5586955927,氹仔,中高光区
353194804,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:42:05,22.1555549,113.56199068,氹仔,中高光区
353195181,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:40:15,22.200059682,113.5506619747,澳门半岛,高光区
353198014,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:47:29,22.15080135,113.55888179,氹仔,中高光区
353198197,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:47:44,22.1505648595,113.5586266473,氹仔,中高光区
353199146,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:49:57,22.2000887809,113.5520155677,澳门半岛,高光区
353199320,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:47:42,22.1505944444,113.5585083333,氹仔,中高光区
353199458,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:50:28,22.1998135433,113.5508256239,澳门半岛,高光区
353199606,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:50:38,22.1506770976,113.5588760113,氹仔,中高光区
353199792,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:50:42,22.1507055173,113.5588458461,氹仔,中高光区
353200115,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:51:17,22.1507110435,113.5588666494,氹仔,中高光区
353202622,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:56:35,22.1506543167,113.558768914,氹仔,中高光区
353204434,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:36:00,22.1505638333,113.5586466667,氹仔,中高光区
353205582,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:01:08,22.1509895534,113.5588991613,氹仔,中高光区
353210724,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:10:03,22.1532743514,113.5595287144,氹仔,中高光区
353211692,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T10:11:05,22.1508138333,113.5588383333,氹仔,中高光区
353212061,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:13:00,22.1531931321,113.5595837183,氹仔,中高光区
353212169,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:11:52,22.152033,113.559273,氹仔,中高光区
353212231,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:13:14,22.1533488957,113.5594856011,氹仔,中高光区
353212567,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:40:08,22.1999854107,113.5503926216,澳门半岛,高光区
353214389,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:14:41,22.1531721667,113.55957,氹仔,中高光区
353214442,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:12:46,22.1531817,113.5595784,氹仔,中高光区
353219991,Platydemus manokwari,新几内亚扁虫,入侵扁形动物,中,2026-04-25T00:00:00,2026-04-25T10:27:26,22.1226645663,113.5531031724,路环,相对低光区
353220157,Platydemus manokwari,新几内亚扁虫,入侵扁形动物,中,2026-04-25T00:00:00,2026-04-25T10:24:58,22.1226416,113.55308232,路环,相对低光区
353220354,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:17:32,22.1519353894,113.5590487122,氹仔,中高光区
353220361,Platydemus manokwari,新几内亚扁虫,入侵扁形动物,中,2026-04-25T00:00:00,2026-04-25T10:27:20,22.1323082356,113.5612545535,路氹城,中高光区
353220408,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:21:38,22.1511361667,113.5626666667,氹仔,中高光区
353222141,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:31:53,22.15064057,113.56096779,氹仔,中高光区
353222636,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:56:00,22.1506833333,113.55887,氹仔,中高光区
353224550,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:36:39,22.1207476228,113.5534652004,路环,相对低光区
353224729,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:36:16,22.1238434,113.5521759,路环,相对低光区
353224988,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:36:20,22.12076937,113.55339808,路环,相对低光区
353228611,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:44:19,22.1505966357,113.5609940296,氹仔,中高光区
353229060,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:03:11,22.1509736,113.5591462,氹仔,中高光区
353229513,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:45:31,22.150346,113.561692,路氹城,中高光区
353241751,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T11:08:29,22.15095458,113.56199879,氹仔,中高光区
353244650,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T11:09:35,22.1501827239,113.5585250853,氹仔,中高光区
353246190,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T11:09:53,22.1513361111,113.5588305556,氹仔,中高光区
353253000,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T11:29:34,22.1517052425,113.5588998162,氹仔,中高光区
353254888,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T11:32:13,22.1521788,113.5626953,氹仔,中高光区
353256163,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T11:36:04,22.215951109,113.5443832186,澳门半岛,高光区
353256466,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T11:35:36,22.2159881592,113.5445556639,澳门半岛,高光区
353256744,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T11:35:41,22.2158714044,113.54432251,澳门半岛,高光区
353256787,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:44:44,22.1515198985,113.559096683,氹仔,中高光区
353262405,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T11:46:53,22.1619156547,113.5545500368,氹仔,中高光区
353271951,Platydemus manokwari,新几内亚扁虫,入侵扁形动物,中,2026-04-25T00:00:00,2026-04-25T10:27:16,22.1269345,113.5544997,路环,相对低光区
353273311,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:36:20,22.119354,113.5518315,路环,相对低光区
353280941,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T12:31:49,22.2158626119,113.5442421261,澳门半岛,高光区
353281763,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T12:35:25,22.1510195,113.5588916667,氹仔,中高光区
353293435,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T13:05:44,22.19738621,113.54232243,澳门半岛,高光区
353294001,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T13:07:09,22.1252710887,113.5555596705,路环,相对低光区
353295786,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T12:27:44,22.1968883333,113.54972,澳门半岛,高光区
353296553,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T12:27:40,22.196995,113.5497283333,澳门半岛,高光区
353296714,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:39:47,22.1507028333,113.5588616667,氹仔,中高光区
353303270,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:49:15,22.1552085558,113.5631753504,氹仔,中高光区
353304506,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T13:34:39,22.1997880563,113.5516878684,澳门半岛,高光区
353308009,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T13:46:15,22.2095597984,113.5413813304,澳门半岛,高光区
353310032,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T13:51:21,22.1537166667,113.5604116667,氹仔,中高光区
353315777,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T14:08:42,22.1993295124,113.5516433605,澳门半岛,高光区
353315878,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T14:08:46,22.1993464722,113.5518961531,澳门半岛,高光区
353316796,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T14:11:34,22.2001437187,113.5513335074,澳门半岛,高光区
353322799,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T11:06:36,22.2000770985,113.5513055049,澳门半岛,高光区
353330958,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T14:52:26,22.12405643,113.57068621,路环,相对低光区
353336800,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T15:10:02,22.1398912937,113.555026671,路氹城,中高光区
353339289,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,,22.2128748053,113.5403175652,澳门半岛,高光区
353344910,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T14:34:04,22.1541452196,113.5602497153,氹仔,中高光区
353350558,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T15:44:21,22.1504611967,113.5603408811,氹仔,中高光区
353350801,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T15:40:36,22.1555555556,113.5619277778,氹仔,中高光区
353352250,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,,22.1586110942,113.5658333,氹仔,中高光区
353352603,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T15:50:14,22.201877121,113.5522379726,澳门半岛,高光区
353355583,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T15:57:53,22.20644378,113.54487609,澳门半岛,高光区
353356588,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T16:00:28,22.1975616667,113.550155,澳门半岛,高光区
353356767,Solenopsis invicta,红火蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T16:00:03,22.1975105927,113.5501641138,澳门半岛,高光区
353357805,Solenopsis invicta,红火蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T16:01:08,22.1975776615,113.5502203637,澳门半岛,高光区
353358258,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T15:45:24,22.163125,113.5607533333,氹仔,中高光区
353364749,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T15:57:15,22.1254203172,113.5712402477,路环,相对低光区
353371567,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:36:52,22.1996631622,113.5503768919,澳门半岛,高光区
353373908,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:42:19,22.1536054255,113.5599645178,氹仔,中高光区
353374778,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:41:58,22.1957674777,113.55250635,澳门半岛,高光区
353374873,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:45:22,22.200825,113.5514966667,澳门半岛,高光区
353375263,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:45:22,22.2004626498,113.5512327678,澳门半岛,高光区
353375751,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:47:06,22.136896,113.55193772,路氹城,中高光区
353381018,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:05:27,22.1946767963,113.542537718,澳门半岛,高光区
353400570,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T15:57:36,22.20644378,113.54487609,澳门半岛,高光区
353404723,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T17:51:03,22.2006979,113.5514002,澳门半岛,高光区
353416454,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T18:14:43,22.2004729685,113.5513547823,澳门半岛,高光区
353449556,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T19:30:06,22.1243500002,113.5713213209,路环,相对低光区
353449569,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T19:29:37,22.12447328,113.57143467,路环,相对低光区
353449920,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T19:29:51,22.1238861209,113.5710923328,路环,相对低光区
353450028,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T19:30:42,22.12391,113.571105,路环,相对低光区
353450270,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T19:31:36,22.1245115249,113.5714713554,路环,相对低光区
353451084,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T19:31:07,22.1244695,113.571455,路环,相对低光区
353452629,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T19:29:42,22.1243452833,113.5713079216,路环,相对低光区
353458114,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T18:04:22,22.1997616667,113.55178,澳门半岛,高光区
353478253,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T20:24:45,22.1266598483,113.5720346033,路环,相对低光区
353480368,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:04:17,22.15089225,113.5587158056,氹仔,中高光区
353482026,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T20:30:48,22.1223605,113.571176,路环,相对低光区
353482524,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T20:30:51,22.1186705,113.568355,路环,相对低光区
353547035,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T17:21:00,22.1244413608,113.5564757061,路环,相对低光区
353559738,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:47:40,22.1524672848,113.5598164289,氹仔,中高光区
353566359,Platydemus manokwari,新几内亚扁虫,入侵扁形动物,中,2026-04-25T00:00:00,2026-04-25T22:32:54,22.215575,113.5448216667,澳门半岛,高光区
353566457,Platydemus manokwari,新几内亚扁虫,入侵扁形动物,中,2026-04-25T00:00:00,2026-04-25T22:32:59,22.21560215,113.54488313,澳门半岛,高光区
353605635,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:37:26,22.196555,113.5494833333,澳门半岛,高光区
353634467,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:38:30,22.1519306553,113.5608941317,氹仔,中高光区
353641364,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T13:59:57,22.1958277815,113.5494040016,澳门半岛,高光区
353648823,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-24T00:00:00,2026-04-24T10:52:36,22.1206333333,113.5535366667,路环,相对低光区
353660789,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:52:02,22.1555721667,113.5620283333,氹仔,中高光区
353691148,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T10:54:41,22.1519306553,113.5608941317,氹仔,中高光区
353700990,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T19:30:57,22.1243607918,113.5714099593,路环,相对低光区
353703080,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:53:46,22.1592686208,113.5724218758,氹仔,中高光区
353729106,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T23:36:17,22.1174777778,113.5675305556,路环,相对低光区
354016244,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:00:30,22.199624,113.550466,澳门半岛,高光区
354017230,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:37:26,22.2037580164,113.5416000168,澳门半岛,高光区
354026227,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:19:01,22.1949417331,113.549695346,澳门半岛,高光区
354027689,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:21:42,22.1592229301,113.5702943562,氹仔,中高光区
354028019,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T09:22:19,22.1327480932,113.577383155,路环,相对低光区
354033138,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,,22.13272,113.57797,路环,相对低光区
354033457,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:32:05,22.1318980543,113.5774667922,路环,相对低光区
354060170,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T10:24:12,22.1992455311,113.5515340387,澳门半岛,高光区
354066111,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T08:19:17,22.199356,113.551552,澳门半岛,高光区
354068275,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T09:58:00,22.1404666667,113.5574333333,路氹城,中高光区
354092151,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:16:32,22.1622547405,113.5472066055,氹仔,中高光区
354093166,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:28:18,22.1340720654,113.5764607201,路环,相对低光区
354102360,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:48:32,22.1340332434,113.5772457196,路环,相对低光区
354104082,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:08:32,22.1211012866,113.5613398979,路环,相对低光区
354111234,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:45:05,22.1594861667,113.55407,氹仔,中高光区
354115161,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:56:18,22.1953641676,113.5559963157,澳门半岛,高光区
354115390,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:13:00,22.1534447336,113.55998584,氹仔,中高光区
354121331,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:16:17,22.1623938415,113.5472327654,氹仔,中高光区
354122616,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:30:43,22.163424038,113.549199207,氹仔,中高光区
354126196,Solenopsis invicta,红火蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T12:42:05,22.1182618,113.5519961,路环,相对低光区
354126205,Solenopsis invicta,红火蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T12:41:47,22.1182390756,113.5518798928,路环,相对低光区
354150452,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:02:49,22.1981218621,113.5521496632,澳门半岛,高光区
354152118,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T13:20:07,22.1344548754,113.552128609,路氹城,中高光区
354164686,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T14:23:02,22.12314498,113.5638889236,路环,相对低光区
354164823,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T14:23:01,22.12315003,113.56388187,路环,相对低光区
354165634,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T12:43:34,22.151901,113.573898,路氹城,中高光区
354168913,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T14:35:06,22.19953554,113.55146555,澳门半岛,高光区
354171202,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T19:29:05,22.1243916667,113.5714333333,路环,相对低光区
354174604,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:51:07,22.1587166667,113.5724033333,氹仔,中高光区
354175701,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:55:59,22.159225,113.5706166667,氹仔,中高光区
354177344,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T12:12:17,22.1599638333,113.5636283333,氹仔,中高光区
354179086,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T12:09:54,22.159354,113.56201,氹仔,中高光区
354180599,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T15:08:28,22.124806052,113.5703130435,路环,相对低光区
